vin,model,primary_failed_part_capital,primary_failed_part,part_family,mileage_bucket,age_bucket,date,manufacturing_date,model_year,telematics_timestamp,dtc_code,dtc_subsystem,dtc_severity,dtc_recommendation,dtc_explanation,dtc_timestamp,claims_count,repairs_count,recalls_count,predicted_claim_prob,supplier_name,supplier_id,supplier_quality_score,defect_rate,failure_description,current_lat,current_lon,city,dealer_name,dealer_lat,dealer_lon,dealer_distance_km,customer_email,customer_mobile,battery_soc,battery_voltage,battery_temperature,battery_health_status,battery_charge_cycles,battery_degradation_pct,engine_rpm,coolant_temperature,water_pump_speed,oil_pressure,engine_load,engine_health_status,brake_pressure,brake_pad_wear_pct,brake_fluid_level,brake_torque,brake_health_status,ambient_temperature,vehicle_speed,anomaly_type,anomaly_timestamp,anomaly_severity,anomaly_description,anomaly_icon
1N4BGRK1203945,Ariya,Spare Tire,Spare Tire,Tires,0-10k,<1yr,2025-03-30,2025-02-28,2025,2025-03-30 14:11:51,,,,,,,0,0,0,0.0242,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,29.708688,-95.290881,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,10.27,bijus.digital.world@gmail.com,+91 9380636750,73.1,381.2,19.3,Normal,1809,1.1,815,199.9,1728,38.3,11.6,Normal,28.0,29.9,Normal,101.4,Normal,63.6,10,,,,,
1N4AZPK1003946,Leaf,12V Battery,12V Battery,Battery,30-60k,1-3yr,2025-02-24,2023-04-24,2023,2025-02-24 18:15:23,,,,,,,0,0,0,0.0701,Envision AESC,BA98DA71,75,0.25,No failure detected,37.727693,-122.390391,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,6.69,bijus.digital.world@gmail.com,+91 9380636750,71.3,336.4,18.9,Normal,369,14.9,805,180.0,1705,40.7,14.9,Normal,28.9,22.8,Normal,115.1,Normal,85.2,35,,,,,
1N4AZMA1203947,Leaf,HV Battery,HV Battery,Battery,10-30k,1-3yr,2025-04-19,2023-09-19,2023,2025-04-19 20:04:32,,,,,,,0,0,0,0.3107,Envision AESC,BA98DA71,75,0.25,No failure detected,49.284682,-123.119439,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,1.32,bijus.digital.world@gmail.com,+91 9380636750,90.9,339.5,17.3,Normal,1288,11.9,863,201.3,1611,44.5,15.4,Normal,28.5,17.8,Normal,103.1,Normal,65.5,0,,,,,
1N4BGMA1303948,Ariya,12V Battery,12V Battery,Battery,60k+,3-5yr,2025-04-26,2021-05-26,2021,2025-04-26 16:29:03,,,,,,,0,0,0,0.0895,LG Energy Solution,A1D0557A,92,0.08,No failure detected,33.747018,-84.416468,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,4.47,bijus.digital.world@gmail.com,+91 9380636750,99.7,357.5,18.4,Normal,1124,14.6,870,193.0,1409,41.5,15.8,Normal,30.7,14.4,Normal,116.9,Normal,86.2,0,,,,,
1N4AAPD1803949,Sentra,Brake Pad,Brake Pad,Brakes,0-10k,1-3yr,2025-05-22,2023-11-22,2023,2025-05-22 12:32:02,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-05-22 12:32:02,1,1,0,0.167,Brembo North America,D984E5F8,95,0.05,ABS sensor malfunction,40.710277,-74.088342,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,8.15,bijus.digital.world@gmail.com,+91 9380636750,57.1,11.2,43.2,Critical,912,10.6,789,183.4,1226,40.1,20.5,Warning,23.9,91.1,Low,106.8,Critical,81.6,35,DTC logged,2025-05-22 12:32:02,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4BGMF1203950,Ariya,Clutch,Clutch,Transmission,30-60k,1-3yr,2025-04-12,2023-04-12,2023,2025-04-12 14:22:42,P0731,Transmission,HIGH,Inspect transmission fluid and transmission control module,The Transmission system has detected a fault requiring diagnostic attention.,2025-04-12 14:22:42,0,1,0,0.0524,ZF Friedrichshafen NA,67A49191,72,0.28,Torque converter seal leak,25.748006,-80.177926,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,2.66,bijus.digital.world@gmail.com,+91 9380636750,53.6,306.7,34.7,Critical,1923,8.5,785,204.6,1018,37.5,28.9,Warning,28.7,69.0,Normal,108.5,Warning,79.1,0,DTC logged,2025-04-12 14:22:42,WARNING,Diagnostic trouble code P0731 detected,wrench
1N4BGRA1803951,Ariya,12V Battery,12V Battery,Battery,0-10k,1-3yr,2025-04-20,2023-06-20,2023,2025-04-20 18:37:57,,,,,,,0,0,0,0.0392,LG Energy Solution,A1D0557A,92,0.08,No failure detected,49.228286,-123.129889,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,7.46,bijus.digital.world@gmail.com,+91 9380636750,47.7,364.1,18.3,Warning,761,1.1,880,205.1,1471,35.6,12.7,Normal,28.0,26.6,Normal,116.3,Normal,72.7,0,,,,,
1N4AZPA1603952,Leaf,Brake Pad,Brake Pad,Brakes,60k+,1-3yr,2025-06-10,2022-08-10,2022,2025-06-10 03:01:57,,,,,,,0,0,0,0.5414,Brembo North America,D984E5F8,95,0.05,No failure detected,33.400652,-111.996342,"Phoenix, AZ",Phoenix Valley Nissan,33.4584,-112.064,9.87,bijus.digital.world@gmail.com,+91 9380636750,81.8,359.3,15.9,Normal,281,12.3,734,184.9,1589,37.7,26.9,Normal,30.0,26.8,Normal,112.8,Normal,70.9,0,,,,,
1N4AAMF1103953,Sentra,Front Tire,Front Tire,Tires,30-60k,1-3yr,2025-05-23,2023-04-23,2023,2025-05-23 23:54:43,,,,,,,0,0,0,0.1752,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,29.811391,-95.392683,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,5.83,bijus.digital.world@gmail.com,+91 9380636750,81.4,12.3,26.9,Normal,1279,1.8,782,197.4,1265,45.9,18.8,Normal,29.4,16.9,Normal,114.5,Normal,52.2,5,,,,,
1N4AZND1003954,Leaf,Torque Converter,Torque Converter,Transmission,30-60k,3-5yr,2025-01-15,2021-06-15,2021,2025-01-15 11:00:25,P0700,Transmission,CRITICAL,Inspect transmission fluid and transmission control module,Transmission control system has detected a malfunction.,2025-01-15 11:00:25,0,1,0,0.0889,JATCO North America,BD01AAB5,88,0.12,Gear synchronizer wear,39.74893,-104.958588,"Denver, CO",Denver Mountain Nissan,39.7492,-104.9803,2.41,bijus.digital.world@gmail.com,+91 9380636750,53.3,302.1,25.4,Critical,1686,11.0,978,196.2,1369,35.7,30.4,Warning,28.9,61.1,Normal,102.0,Warning,62.2,0,DTC logged,2025-01-15 11:00:25,WARNING,Diagnostic trouble code P0700 detected,wrench
1N4AZMK1303955,Leaf,Clutch,Clutch,Transmission,0-10k,<1yr,2025-03-14,2024-10-14,2024,2025-03-14 04:26:22,,,,,,,0,0,0,0.0315,ZF Friedrichshafen NA,67A49191,72,0.28,No failure detected,42.413433,-71.122864,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,9.52,bijus.digital.world@gmail.com,+91 9380636750,67.1,368.4,27.1,Normal,1925,8.3,794,183.0,1464,43.5,18.2,Normal,32.0,19.9,Normal,107.6,Normal,82.8,20,,,,,
1N4BGMK1403956,Ariya,Brake Rotor,Brake Rotor,Brakes,30-60k,1-3yr,2025-03-15,2023-10-15,2023,2025-03-15 04:55:52,,,,,,,0,0,0,0.0246,Brembo North America,D984E5F8,95,0.05,No failure detected,47.588002,-122.36219,"Seattle, WA",Seattle Pacific Nissan,47.6162,-122.3221,5.44,bijus.digital.world@gmail.com,+91 9380636750,73.8,325.5,19.6,Critical,372,1.4,796,188.8,1292,32.2,14.8,Normal,30.3,29.3,Normal,114.3,Normal,60.9,0,,,,,
1N4AZRA1703957,Leaf,Battery Cable,Battery Cable,Battery,60k+,5+yr,2025-04-13,2019-11-13,2019,2025-04-13 14:22:14,,,,,,,0,0,0,0.1832,LG Energy Solution,A1D0557A,92,0.08,No failure detected,36.095305,-115.123043,"Las Vegas, NV",United Nissan,36.1799,-115.1298,9.42,bijus.digital.world@gmail.com,+91 9380636750,74.2,356.2,24.2,Normal,511,7.7,838,198.6,1214,39.4,17.5,Normal,32.0,28.0,Normal,110.7,Normal,68.7,15,,,,,
1N4BGMK1503958,Ariya,12V Battery,12V Battery,Battery,0-10k,<1yr,2025-04-15,2024-08-15,2024,2025-04-15 10:28:00,,,,,,,0,0,0,0.0329,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,33.821793,-84.469261,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,12.3,bijus.digital.world@gmail.com,+91 9380636750,93.5,366.1,16.9,Normal,1524,11.9,819,197.2,1441,40.1,16.3,Normal,29.4,26.5,Normal,116.3,Normal,94.8,0,,,,,
1N4BGPJ1103959,Ariya,Brake Caliper,Brake Caliper,Brakes,10-30k,3-5yr,2025-02-14,2020-03-14,2020,2025-02-14 12:21:00,,,,,,,0,0,0,0.0606,Brembo North America,D984E5F8,95,0.05,No failure detected,33.78864,-84.323856,"Atlanta, GA",Atlanta South Nissan,33.759,-84.378,6.85,bijus.digital.world@gmail.com,+91 9380636750,69.7,370.2,19.7,Normal,330,12.1,687,193.3,1384,39.1,21.9,Normal,30.8,18.0,Normal,110.4,Normal,68.4,0,,,,,
1N4AZMB1603960,Leaf,12V Battery,12V Battery,Battery,60k+,5+yr,2025-03-19,2018-11-20,2018,2025-03-19 21:48:49,,,,,,,0,0,0,0.0983,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,34.037786,-118.23379,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,2.71,bijus.digital.world@gmail.com,+91 9380636750,99.3,344.0,25.0,Normal,847,13.5,717,181.3,1686,45.0,26.6,Normal,31.0,14.6,Normal,115.1,Normal,73.6,0,,,,,
1N4AAND1603961,Sentra,12V Battery,12V Battery,Battery,10-30k,3-5yr,2025-06-28,2020-07-28,2020,2025-06-28 07:43:36,,,,,,,0,0,0,0.0365,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,40.759106,-74.067802,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,7.02,bijus.digital.world@gmail.com,+91 9380636750,100.0,13.1,21.1,Normal,492,15.0,879,194.0,1313,42.5,21.4,Normal,32.0,19.0,Normal,105.4,Normal,35.5,5,,,,,
1N4AAMK1603962,Sentra,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-01-21,2022-04-21,2022,2025-01-21 07:53:27,P0700,Transmission,CRITICAL,Inspect transmission fluid and transmission control module,Transmission control system has detected a malfunction.,2025-01-21 07:53:27,0,0,1,0.0141,JATCO North America,BD01AAB5,88,0.12,Gear synchronizer wear,36.100711,-115.194034,"Las Vegas, NV",United Nissan,36.1799,-115.1298,11.32,bijus.digital.world@gmail.com,+91 9380636750,53.1,11.1,31.4,Critical,1018,7.3,623,187.0,1324,37.4,22.9,Warning,28.9,60.5,Normal,113.3,Warning,69.6,0,DTC logged,2025-01-21 07:53:27,WARNING,Diagnostic trouble code P0700 detected,wrench
1N4AANJ1403963,Sentra,Spare Tire,Spare Tire,Tires,0-10k,1-3yr,2025-04-29,2022-10-29,2022,2025-04-29 12:46:42,,,,,,,0,0,0,0.0396,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,43.718425,-79.4032,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,6.98,bijus.digital.world@gmail.com,+91 9380636750,50.0,11.3,20.4,Critical,1914,11.6,830,203.3,1798,48.5,27.8,Normal,30.7,14.2,Normal,106.2,Normal,70.9,20,,,,,
1N4AZRB1303964,Leaf,Brake Rotor,Brake Rotor,Brakes,30-60k,3-5yr,2025-05-31,2020-06-30,2020,2025-05-31 12:15:52,,,,,,,0,0,0,0.0384,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,42.416677,-71.132414,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,10.61,bijus.digital.world@gmail.com,+91 9380636750,84.0,348.0,24.3,Normal,290,12.8,792,210.0,1504,42.4,23.0,Normal,29.5,16.3,Normal,101.6,Normal,89.4,0,,,,,
1N4AANJ1403965,Sentra,Spare Tire,Spare Tire,Tires,60k+,3-5yr,2025-02-11,2021-02-11,2021,2025-02-11 03:38:59,,,,,,,0,0,0,0.2668,Bridgestone Americas,18C7AD62,90,0.1,No failure detected,34.107695,-118.282439,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,7.4,bijus.digital.world@gmail.com,+91 9380636750,93.0,13.2,20.7,Normal,510,3.4,869,191.3,1213,42.8,18.9,Normal,30.6,15.4,Normal,117.9,Normal,98.1,10,,,,,
1N4BGPK1703966,Ariya,Brake Caliper,Brake Caliper,Brakes,0-10k,<1yr,2025-01-17,2024-03-17,2024,2025-01-17 05:37:14,,,,,,,0,0,0,0.0198,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,25.712331,-80.213241,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,7.46,bijus.digital.world@gmail.com,+91 9380636750,90.5,338.9,17.4,Normal,1086,3.3,670,202.7,1233,36.4,10.3,Normal,30.9,14.9,Normal,105.5,Normal,83.4,0,,,,,
1N4AZRB1403967,Leaf,Battery Cable,Battery Cable,Battery,60k+,3-5yr,2025-05-19,2021-03-19,2021,2025-05-19 18:25:47,,,,,,,0,0,0,0.1449,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,45.572871,-73.490363,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,10.07,bijus.digital.world@gmail.com,+91 9380636750,93.0,326.7,26.2,Critical,744,4.2,731,210.0,1287,39.7,20.1,Normal,32.0,23.2,Normal,118.2,Normal,62.7,5,,,,,
1N4AZNB1003968,Leaf,Spare Tire,Spare Tire,Tires,60k+,5+yr,2025-04-06,2020-04-06,2020,2025-04-06 21:04:29,,,,,,,0,0,0,0.3399,Goodyear Tire & Rubber,819C1E2D,85,0.15,No failure detected,34.076524,-118.187123,"Los Angeles, CA",LA Metro Nissan Center,34.0622,-118.2337,5.41,bijus.digital.world@gmail.com,+91 9380636750,78.4,330.5,24.8,Warning,1667,9.0,711,205.6,1723,38.0,29.7,Normal,28.0,22.9,Normal,119.9,Normal,83.9,0,,,,,
1N4AZRF1903969,Leaf,Gearbox,Gearbox,Transmission,10-30k,<1yr,2025-04-15,2024-07-15,2024,2025-04-15 21:04:48,,,,,,,0,0,0,0.076,Aisin AW North America,4FC24710,80,0.2,No failure detected,32.815799,-96.764748,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,4.07,bijus.digital.world@gmail.com,+91 9380636750,81.3,345.1,22.7,Normal,1055,4.6,793,193.7,1312,43.5,17.5,Normal,32.0,16.1,Normal,102.7,Normal,57.9,0,,,,,
1N4AZND1903970,Leaf,Brake Rotor,Brake Rotor,Brakes,0-10k,<1yr,2025-04-21,2024-12-21,2024,2025-04-21 00:12:47,,,,,,,0,0,0,0.0697,Continental Automotive Systems,14B23416,78,0.22,No failure detected,42.402082,-71.076738,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,4.71,bijus.digital.world@gmail.com,+91 9380636750,69.1,375.0,24.3,Normal,892,10.4,658,180.0,1537,33.1,29.3,Normal,32.0,10.5,Normal,118.3,Normal,79.2,20,,,,,
1N4AZRA1003971,Leaf,Front Tire,Front Tire,Tires,30-60k,3-5yr,2025-04-16,2021-04-16,2021,2025-04-16 16:56:43,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-04-16 16:56:43,0,1,0,0.2603,Bridgestone Americas,18C7AD62,90,0.1,Sidewall cracking from UV exposure,25.817736,-80.228196,"Miami, FL",Miami Beach Nissan,25.7717,-80.1818,7.25,bijus.digital.world@gmail.com,+91 9380636750,27.2,312.6,27.1,Critical,1761,10.1,981,217.7,1080,46.7,33.5,Warning,31.6,63.8,Normal,111.6,Warning,76.2,0,DTC logged,2025-04-16 16:56:43,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4BGRK1803972,Ariya,Battery Cable,Battery Cable,Battery,10-30k,<1yr,2025-02-25,2024-07-25,2024,2025-02-25 23:31:39,,,,,,,0,0,0,0.01,LG Energy Solution,A1D0557A,92,0.08,No failure detected,45.458984,-122.660382,"Portland, OR",Portland Nissan Center,45.5252,-122.6684,7.4,bijus.digital.world@gmail.com,+91 9380636750,37.5,362.5,22.3,Warning,1214,10.5,752,198.6,1368,32.0,28.7,Normal,31.0,22.9,Normal,119.1,Normal,77.0,0,,,,,
1N4AARJ1203973,Sentra,Battery Cable,Battery Cable,Battery,30-60k,1-3yr,2025-02-14,2022-03-14,2022,2025-02-14 00:32:07,P0A7F,Battery,CRITICAL,Replace hybrid battery pack,The hybrid battery pack has deteriorated beyond acceptable limits.,2025-02-14 00:32:07,0,1,0,0.0597,AESC (Automotive Energy Supply),97330D39,88,0.12,Cell degradation due to thermal stress,32.835259,-96.749973,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,6.78,bijus.digital.world@gmail.com,+91 9380636750,52.2,11.2,25.7,Critical,1459,12.0,804,184.1,1310,38.9,23.1,Warning,29.8,53.9,Normal,107.1,Warning,76.5,0,DTC logged,2025-02-14 00:32:07,WARNING,Diagnostic trouble code P0A7F detected,wrench
1N4AZPK1803974,Leaf,Gearbox,Gearbox,Transmission,30-60k,1-3yr,2025-03-05,2023-11-05,2023,2025-03-05 20:21:20,P0730,Transmission,HIGH,Inspect transmission fluid and transmission control module,Incorrect gear ratio detected in transmission.,2025-03-05 20:21:20,1,1,1,0.0643,JATCO North America,BD01AAB5,88,0.12,Transmission control module software fault,36.208999,-115.203223,"Las Vegas, NV",United Nissan,36.1799,-115.1298,8.77,bijus.digital.world@gmail.com,+91 9380636750,42.4,306.6,30.5,Critical,628,0.3,810,208.5,1496,46.8,36.7,Warning,29.8,67.2,Normal,118.6,Warning,96.2,5,DTC logged,2025-03-05 20:21:20,WARNING,Diagnostic trouble code P0730 detected,wrench
1N4AZND1703975,Leaf,HV Battery,HV Battery,Battery,0-10k,<1yr,2025-04-09,2024-11-09,2024,2025-04-09 07:15:08,,,,,,,0,0,0,0.2624,LG Energy Solution,A1D0557A,92,0.08,No failure detected,43.564371,-79.441218,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,13.32,bijus.digital.world@gmail.com,+91 9380636750,53.6,325.8,25.2,Critical,891,9.7,782,193.9,1764,44.1,22.1,Normal,28.0,18.9,Normal,114.2,Normal,90.5,0,,,,,
1N4BGRB1903976,Ariya,Gearbox,Gearbox,Transmission,10-30k,1-3yr,2025-04-06,2022-09-06,2022,2025-04-06 23:30:14,,,,,,,0,0,0,0.0818,JATCO North America,BD01AAB5,88,0.12,No failure detected,40.779286,-73.962937,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,8.6,bijus.digital.world@gmail.com,+91 9380636750,100.0,336.8,31.1,Normal,1384,9.5,738,197.4,1222,37.7,14.4,Normal,29.6,19.2,Normal,111.6,Normal,78.8,0,,,,,
1N4AZRA1803977,Leaf,Brake Rotor,Brake Rotor,Brakes,60k+,1-3yr,2025-01-19,2023-02-19,2023,2025-01-19 02:11:36,,,,,,,0,0,0,0.0708,Continental Automotive Systems,14B23416,78,0.22,No failure detected,45.548186,-73.481714,"Montreal, QC",Montreal Nissan Centre,45.5117,-73.5573,9.32,bijus.digital.world@gmail.com,+91 9380636750,80.8,332.6,13.9,Normal,561,11.0,862,198.2,1541,48.7,20.9,Normal,31.5,12.0,Normal,118.8,Normal,50.8,5,,,,,
1N4BGMF1803978,Ariya,Clutch,Clutch,Transmission,10-30k,3-5yr,2025-03-12,2021-10-12,2021,2025-03-12 12:55:58,,,,,,,0,0,0,0.0296,JATCO North America,BD01AAB5,88,0.12,No failure detected,37.775441,-122.459941,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,5.71,bijus.digital.world@gmail.com,+91 9380636750,39.1,356.1,26.5,Warning,1795,12.0,656,190.5,1676,39.5,23.8,Normal,32.0,15.9,Normal,108.5,Normal,100.0,0,,,,,
1N4AAMD1403979,Sentra,Gearbox,Gearbox,Transmission,10-30k,3-5yr,2025-06-03,2022-06-03,2022,2025-06-03 13:50:59,P0731,Transmission,HIGH,Inspect transmission fluid and transmission control module,The Transmission system has detected a fault requiring diagnostic attention.,2025-06-03 13:50:59,0,1,0,0.0652,Aisin AW North America,4FC24710,80,0.2,Torque converter seal leak,36.086296,-115.207368,"Las Vegas, NV",United Nissan,36.1799,-115.1298,13.49,bijus.digital.world@gmail.com,+91 9380636750,52.5,11.0,42.9,Critical,801,13.0,630,181.9,1020,36.8,21.9,Warning,31.3,65.2,Normal,103.3,Warning,53.1,0,DTC logged,2025-06-03 13:50:59,WARNING,Diagnostic trouble code P0731 detected,wrench
1N4AAPD1303980,Sentra,Brake Rotor,Brake Rotor,Brakes,0-10k,<1yr,2025-04-25,2024-05-25,2024,2025-04-25 12:50:21,C1202,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module communication error detected.,2025-04-25 12:50:21,0,1,0,0.01,Akebono Brake Corporation,4AC396F1,82,0.18,Pad material decomposition from excessive heat,32.772015,-96.726189,"Dallas, TX",Dallas Central Nissan,32.7867,-96.787,6.94,bijus.digital.world@gmail.com,+91 9380636750,60.2,11.1,25.1,Critical,490,11.4,873,196.7,1062,36.7,36.6,Warning,27.4,92.5,Low,94.6,Critical,98.1,0,DTC logged,2025-04-25 12:50:21,WARNING,Diagnostic trouble code C1202 detected,wrench
1N4BGNF1403981,Ariya,Torque Converter,Torque Converter,Transmission,0-10k,<1yr,2025-04-03,2025-01-03,2025,2025-04-03 15:54:30,,,,,,,0,0,0,0.0161,JATCO North America,BD01AAB5,88,0.12,No failure detected,41.885668,-87.59989,"Chicago, IL",Chicago Downtown Nissan,41.8881,-87.6198,2.23,bijus.digital.world@gmail.com,+91 9380636750,68.0,353.1,20.9,Normal,1556,7.8,814,205.6,1710,43.6,14.7,Normal,29.9,16.9,Normal,103.8,Normal,91.7,0,,,,,
1N4AZND1003982,Leaf,Clutch,Clutch,Transmission,10-30k,1-3yr,2025-05-03,2024-03-03,2024,2025-05-03 23:47:32,P0730,Transmission,HIGH,Inspect transmission fluid and transmission control module,Incorrect gear ratio detected in transmission.,2025-05-03 23:47:32,1,0,0,0.0237,Aisin AW North America,4FC24710,80,0.2,Clutch pack degradation from thermal stress,37.750576,-122.400661,"San Francisco, CA",Bay Area Nissan Service Center,37.7849,-122.4094,3.93,bijus.digital.world@gmail.com,+91 9380636750,51.4,310.7,35.8,Critical,1742,5.0,767,212.1,1232,44.5,20.1,Warning,30.3,50.3,Normal,104.8,Warning,67.0,25,DTC logged,2025-05-03 23:47:32,WARNING,Diagnostic trouble code P0730 detected,wrench
1N4BGPF1403983,Ariya,Spare Tire,Spare Tire,Tires,0-10k,<1yr,2025-06-24,2025-05-24,2025,2025-06-24 02:08:22,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-06-24 02:08:22,0,1,0,0.0544,Bridgestone Americas,18C7AD62,90,0.1,Sidewall cracking from UV exposure,49.296754,-123.113673,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,0.56,bijus.digital.world@gmail.com,+91 9380636750,59.1,312.5,27.5,Critical,251,14.1,953,215.3,1188,49.4,38.6,Warning,30.0,50.5,Normal,107.8,Warning,69.9,5,DTC logged,2025-06-24 02:08:22,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4AZPB1703984,Leaf,Brake Pad,Brake Pad,Brakes,30-60k,3-5yr,2025-06-20,2020-11-20,2020,2025-06-20 05:14:03,C1201,Brakes,MEDIUM,Inspect brake system and ABS module,ABS control module has malfunctioned.,2025-06-20 05:14:03,0,1,0,0.5232,Brembo North America,D984E5F8,95,0.05,ABS sensor malfunction,42.383343,-71.022504,"Boston, MA",Boston Harbor Nissan,42.3701,-71.0489,3.28,bijus.digital.world@gmail.com,+91 9380636750,29.5,306.1,35.2,Critical,883,9.2,873,180.1,1167,37.5,22.1,Warning,20.1,94.9,Low,85.2,Critical,59.8,30,DTC logged,2025-06-20 05:14:03,WARNING,Diagnostic trouble code C1201 detected,wrench
1N4BGPB1903985,Ariya,Spare Tire,Spare Tire,Tires,30-60k,1-3yr,2025-06-02,2023-12-02,2023,2025-06-02 15:12:25,C1711,Brakes,LOW,Inspect Spare Tire and related systems,The Tires system has detected a fault requiring diagnostic attention.,2025-06-02 15:12:25,1,0,0,0.1132,Goodyear Tire & Rubber,819C1E2D,85,0.15,Tread separation due to manufacturing defect,29.828868,-95.366557,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,6.53,bijus.digital.world@gmail.com,+91 9380636750,32.3,307.2,33.4,Critical,1056,6.0,747,181.4,1184,30.6,23.2,Warning,28.8,59.6,Normal,119.9,Warning,78.9,10,DTC logged,2025-06-02 15:12:25,INFO,Diagnostic trouble code C1711 detected,wrench
1N4AZMB1103986,Leaf,Clutch,Clutch,Transmission,30-60k,3-5yr,2025-05-18,2021-11-18,2021,2025-05-18 02:43:28,,,,,,,0,0,0,0.0488,JATCO North America,BD01AAB5,88,0.12,No failure detected,43.648695,-79.450768,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,8.76,bijus.digital.world@gmail.com,+91 9380636750,50.5,322.0,11.0,Critical,1221,11.4,721,181.0,1624,36.1,14.2,Normal,32.0,18.8,Normal,118.1,Normal,95.8,0,,,,,
1N4AZPD1003987,Leaf,Clutch,Clutch,Transmission,30-60k,3-5yr,2025-06-28,2022-06-28,2022,2025-06-28 18:24:43,,,,,,,0,0,0,0.062,Aisin AW North America,4FC24710,80,0.2,No failure detected,49.224322,-123.149889,"Vancouver, BC",Vancouver Nissan Service,49.2927,-123.1107,8.75,bijus.digital.world@gmail.com,+91 9380636750,74.5,358.1,23.0,Normal,422,13.9,826,186.8,1210,36.0,27.6,Normal,30.6,18.9,Normal,116.0,Normal,47.0,0,,,,,
1N4AANK1903988,Sentra,HV Battery,HV Battery,Battery,10-30k,<1yr,2025-06-16,2025-04-16,2025,2025-06-16 23:33:16,,,,,,,0,0,0,0.3122,Envision AESC,BA98DA71,75,0.25,No failure detected,40.676764,-74.009063,"New York, NY",Manhattan Nissan Service,40.7228,-74.016,5.17,bijus.digital.world@gmail.com,+91 9380636750,100.0,11.3,21.9,Critical,1182,6.4,831,194.4,1546,38.3,29.0,Normal,30.8,18.4,Normal,106.4,Normal,91.9,0,,,,,
1N4AZNA1103989,Leaf,12V Battery,12V Battery,Battery,10-30k,3-5yr,2025-06-05,2022-06-05,2022,2025-06-05 05:23:02,,,,,,,0,0,0,0.0718,AESC (Automotive Energy Supply),97330D39,88,0.12,No failure detected,29.754634,-95.353043,"Houston, TX",Houston Central Nissan,29.7704,-95.3598,1.9,bijus.digital.world@gmail.com,+91 9380636750,72.9,340.1,29.8,Normal,1967,1.9,664,204.6,1318,35.7,14.0,Normal,29.7,15.8,Normal,110.2,Normal,72.9,15,,,,,
1N4AANK1103990,Sentra,Brake Caliper,Brake Caliper,Brakes,10-30k,1-3yr,2025-05-06,2023-03-06,2023,2025-05-06 23:36:07,,,,,,,0,0,0,0.086,Akebono Brake Corporation,4AC396F1,82,0.18,No failure detected,43.72275,-79.442299,"Toronto, ON",Toronto Nissan Centre,43.6632,-79.3732,10.13,bijus.digital.world@gmail.com,+91 9380636750,96.9,12.3,17.1,Normal,803,9.8,673,200.2,1415,42.9,16.6,Normal,28.7,29.9,Normal,111.2,Normal,76.4,5,,,,,
